city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	extracted_location_name	extracted_latitude	extracted_longitude
Grand Rapids	United States	A house Norwich St hosts a ghost. On the second story and in the far room at the right-hand side there is a ghost of a man that sometimes appears to be dressed in clothing from the 30's or 40's. Sometimes he appears to be an elderly man. At approximately 10:00 to 11:30 the specter wanders from the hallway and then hesitates at the doorway and then look like it is about to turn around. But then he walks into the room. The former residence to that place reported that the ghost walked to the middle of his room and stood there for minutes and then goes out into the hallway and stands. It is not known when he vanishes. He was last seen in 1996.	The Black Hills	Michigan	MI	-85.6884286	42.9470019	-85.6680863	42.9633599	The Black Hills	42.9470019	-85.6884286
Grand Rapids	United States	numerous stories of a girl that waits outside of Pickett Hall during very late hours. she is always claimed to wear the same dress, and is clothed in a fashion that resembles the 70's. the girl often vanishes when she notices she is being watched.	Cornerstone University	Michigan	MI	-85.5948623	42.9809156	-85.6680863	42.9633599	Cornerstone University	42.9809156	-85.5948623
Grand Rapids	United States	Pickett Hall - numerous stories of a girl that waits outside of Pickett Hall during very late hours. she is always claimed to wear the same dress, and is clothed in a fashion that resembles the 70's. the girl often vanishes when she notices she is being watched.	Cornerstone University	Michigan	MI	-85.5948623	42.9809156	-85.6680863	42.9633599	Cornerstone University	42.9809156	-85.5948623
Grand Rapids	United States	"Reports of an ""evil presence"" in the peanut gallery, gels flap in the lights, and people have been seen in the side bays or ducking behind curtains"	Grand Rapids Civic Theatre	Michigan	MI	-85.6677979	42.9642492	-85.6680863	42.9633599	Grand Rapids	42.96336	-85.66809
Grand Rapids	United States	This Old Soldiers Home first opened in 1886 and its early residents were Civil War veterans. To the present day, ghostly men are seen on the grounds wearing Civil War garb.	Grand Rapids Home for Veterans	Michigan	MI	-85.6602716	43.0165405	-85.6680863	42.9633599	Grand Rapids	42.96336	-85.66809
Grand Rapids	United States	Reports of water faucets going on all by themselves. There was one incident where a girl went to the upstairs bathroom and heard someone come in, but when she looked around no one was around.	St. Isidore School	Michigan	MI	-85.6445633	42.9741734	-85.6680863	42.9633599	Grand Rapids	42.96336	-85.66809
Grand Rapids	United States	In North House Lecture Hall there is reports of strange noises such as water spilling on the floor, footsteps and things turning on by themselves. A girl who was dropped of early one morning decided to sit and wait in the hall until school had opened reports someone or something pulling her hair. In the first row, second seat on the right. Why these encounters are happening no one knows.	Ottawa Hills High School	Michigan	MI	-85.6273537	42.9257517	-85.6680863	42.9633599	Ottawa Hills	41.66422	-83.64327
Grand Rapids	United States	Around 1970,a mysterious fire broke out in the downstairs gymnasium and trapped a young girl named Susan in the girl's bathroom. Students reported hearing screams and hollers coming from a stall in the girls locker-room, and seeing no one there.	St. Stephens School	Michigan	MI	-85.6285066	42.9490465	-85.6680863	42.9633599	Grand Rapids	42.96336	-85.66809
Grand Rapids	United States	There is a rumor of a ghost who haunts the projection booth by theater 13. Some employees have seen a shadowy figure dart across the booth. Others have noticed objects moving on their own.	Studio 28 (theater)	Michigan	MI	-85.58765609999999	42.9150873	-85.6680863	42.9633599	Grand Rapids	42.96336	-85.66809
Grand Rapids	United States	Daily Grill/Village Inn - At the restaurant that was called the Thornapple Village Inn in the Ada area. the anecdote associated with this haunting is that an engagement dinner was held at the restaurant, and afterward the young woman who was to be married died unexpectedly. She is sometimes seen in one of the mirrors in the ladies room in the restaurant's basement, and restaurant managers/wait staff has reported working after closing to see and hear the restaurant elevator operating on its own. They report other odd happenings with other electrical devices. She has been seen in silhouette, sitting in the restaurant, and one manager, a young female I spoke with, said after a few nights of working alone cleaning up the bar area after closing, that she won't work alone there any more, she had seen the elevator operate on its own too many times and was scared.	Thornapple Restaurant	Michigan	MI	-85.5126927	42.9123467	-85.6680863	42.9633599	Grand Rapids	42.96336	-85.66809
Grand Rapids	United States	There is a cemetery next to the high school that has a 'glowing nun' near one of the tombstones. You can only see this glowing nun during a full moon. When you see it, it is glowing and transparent. There is no logic of the source of light or why it glows like a hologram. After you drive past the tombstone - it disappears. Hundreds of cars would line up to see the glowing nun every full moon in the 1980's.	West Catholic High School	Michigan	MI	-85.71027869999999	42.9965143	-85.6680863	42.9633599	Grand Rapids	42.96336	-85.66809
Grand Traverse County	United States	"Monroe Center Cemetery - Odawa kids have been told a legend growing up of a Bear Walk. A Native person whom has been taught ""bad medicine,"" can change or assume the shape of any animal he or she desires. When not in animal or human form, a ball of light can be seen traveling at ground level or jumping from treetop-to-treetop."	Monroe Center S. Of Traverse City	Michigan	MI	-85.6958083	44.6088545	-85.52002399999999	44.687984	Monroe County	43.16512	-77.63626
Grandville	United States	A 300 year old cemetary built upon by a christian cemetary, dated back to the mid 1800's. Reports of serious hauntings, and even people having extreme physical pain. In one case a young girl was rushed to the hospital only hours after visiting this cemetary.	Grandville Cemetery	Michigan	MI	-85.75164199999999	42.904303	-85.7630885	42.9097484	Grandville Cemetery	42.904303	-85.75164199999999
Grant	United States	The janitors when they are all by themselves report seeing balls of light glide across the room and things being knocked over by themselves. Also reports from students of being slapped or hit across their face and backs.	Grant High School	Michigan	MI	-85.801897	43.3376505	-85.8108819	43.3361323	Grant High School	43.3376505	-85.801897
Grayling	United States	Voices heard early in the mornings, if you are sitting in the river bottoms.	Hartwick Pines River Bottom	Michigan	MI	-84.66777259999999	44.7497134	-84.7147512	44.6614039	Hartwick Pines River Bottom	44.7497134	-84.66777259999999
Grayling	United States	Not far from Grayling is a cemetery from the late 1800's named after a small town that died out circa 1900. The cemetery has only a handful of tombstones, many of which have been vandalized or withered with age. There is reference to several mass graves there from a plague of small pox and a major fire that destroyed the town. The cemetery has produced several tales of problems with electrical devices such as cars and radios, as well as sightings of ghostly figures and childish laughter.	Pere Cheney Cemetery	Michigan	MI	-84.6351845	44.5731364	-84.7147512	44.6614039	Pere Cheney Cemetery	44.5731364	-84.6351845
Greenville	United States	It is said to have the ghost of an employee who was killed in a traffic accident on his way home from work after being fired. - March 2008 update: Has been torn down	Frigidaire Factory	Michigan	MI			-85.2527987	43.1775314			
